Rank,Name,Genre,Global_Sales,Tier_Sale
3192,Tony Hawk's Pro Skater 2x,11,0.63,1
3193,Sim Theme Park,12,0.63,1
3194,FIFA Soccer 2003,11,0.63,1
3195,Ghostbusters: The Video Game,1,0.63,1
3196,Monster Hunter 2,8,0.63,1
3197,NASCAR 06: Total Team Control,7,0.63,1
3198,Tony Hawk's Project 8,11,0.63,1
3199,Dogz,10,0.63,1
3200,Disney Universe,1,0.63,1
3201,Guitar Hero: Metallica,4,0.63,1
3202,Iron Man,1,0.63,1
3203,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,4,0.63,1
3204,Harry Potter and the Half-Blood Prince,1,0.63,1
3205,A Bug's Life,5,0.63,1
3206,Super Castlevania IV,5,0.63,1
3207,DJ Hero 2,4,0.63,1
3208,Angry Birds Trilogy,1,0.63,1
3209,Condemned 2: Bloodshot,1,0.63,1
3210,Cabela's Big Game Hunter (2008),11,0.63,1
3211,Mobile Suit Z Gundam: AEUG vs. Titans,3,0.63,1
3212,Just Dance 3,4,0.63,1
3213,Call of Duty: Black Ops,9,0.63,1
3214,God of War III,1,0.63,1
3215,Ape Escape 2,5,0.63,1
3216,Metroid Prime: Trilogy,9,0.63,1
3217,X-Man,1,0.63,1
3218,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",9,0.63,1
3219,Advance Wars: Days of Ruin,12,0.63,1
3220,The Sims 3: Generations,10,0.63,1
3221,The Crew,7,0.63,1
3222,Battle of Giants: Dragons,12,0.63,1
3223,Dragon Quest Monsters Joker 3,8,0.63,1
3224,Sonic & All-Stars Racing Transformed,7,0.63,1
3225,Shin Megami Tensei: Persona 3 FES,8,0.63,1
3226,FIFA Soccer 2002,11,0.63,1
3227,Shin Megami Tensei: Persona 3 Portable,8,0.63,1
3228,Final Fantasy VII International,8,0.63,1
3229,Tiger Woods PGA Tour 12: The Masters,11,0.63,1
3230,Okami,1,0.63,1
3231,NHL 2001,11,0.63,1
3232,World of Zoo,10,0.63,1
3233,LEGO Jurassic World,1,0.63,1
3234,Wet,9,0.63,1
3235,MySims Racing,7,0.63,1
3236,Buzz Lightyear of Star Command,5,0.63,1
3237,Namco Museum,4,0.63,1
3238,Nobunaga no Yabou: Haouden,12,0.62,1
3239,Virtua Cop,9,0.62,1
3240,Metal Gear Solid 2: Substance,1,0.62,1
3241,Tony Hawk's American Wasteland,11,0.62,1
3242,WWF in Your House,3,0.62,1
3243,Prince of Persia: The Forgotten Sands,1,0.62,1
3244,Vanquish,9,0.62,1
3245,Wild ARMs 3,8,0.62,1
3246,NBA ShootOut '97,11,0.62,1
3247,Sacred 2: Fallen Angel,8,0.62,1
3248,Madden NFL 07,11,0.62,1
3249,Far Cry 4,9,0.62,1
3250,Battlezone,9,0.62,1
3251,Tiger Woods PGA Tour 2004,11,0.62,1
3252,LEGO Pirates of the Caribbean: The Video Game,1,0.62,1
3253,Pro Evolution Soccer 2015,11,0.62,1
3254,Evolve,9,0.62,1
3255,Tak 2: The Staff of Dreams,5,0.62,1
3256,Dead Island: Riptide,1,0.62,1
3257,Warriors Orochi 3,1,0.62,1
3258,Bolt,2,0.62,1
3259,Viewtiful Joe,1,0.62,1
3260,The Urbz: Sims in the City,10,0.62,1
3261,Beetle Adventure Racing!,7,0.62,1
3262,FIFA Soccer,11,0.62,1
3263,Disney's 102 Dalmatians: Puppies to the Rescue,5,0.62,1
3264,Wipeout: The Game,4,0.62,1
3265,Strike Force Bowling,11,0.62,1
3266,SpongeBob's Atlantis SquarePantis,1,0.62,1
3267,Metal Gear Solid V: Ground Zeroes,1,0.62,1
3268,Halloween,1,0.62,1
3269,Dragon Ball Z: Ultimate Tenkaichi,3,0.62,1
3270,WWE SmackDown vs. Raw 2010,3,0.62,1
3271,Bass Landing,11,0.62,1
3272,XGRA: Extreme G-Racing Association,7,0.62,1
3273,Mario's Picross,6,0.62,1
3274,Pac-Man Player's Choice Bundle,4,0.62,1
3275,Rocksmith 2014,4,0.62,1
3276,Fighters MEGAMiX,3,0.62,1
3277,Bahamut Lagoon,8,0.62,1
3278,Wall-E,5,0.62,1
3279,Tomb Raider III: Adventures of Lara Croft,1,0.62,1
3280,Toshochu: Run for Money,2,0.62,1
3281,Dragon Quest Monsters: Joker 2 Professional,8,0.62,1
3282,NFL Quarterback Club 99,11,0.62,1
3283,Super Robot Taisen Î± Gaiden,12,0.62,1
3284,Formula 1: Championship Edition,7,0.61,1
3285,Muramasa: The Demon Blade,8,0.61,1
3286,NBA 2K9,11,0.61,1
3287,SingStar Singalong With Disney,4,0.61,1
3288,NHL 16,11,0.61,1
3289,Plants vs. Zombies: Garden Warfare,9,0.61,1
3290,NFL Fever 2003,11,0.61,1
3291,Samurai Warriors 2,1,0.61,1
3292,Dynasty Warriors 8,1,0.61,1
3293,Disney Sing It: Family Hits,4,0.61,1
3294,2 Games in 1: Sonic Battle & ChuChu Rocket!,4,0.61,1
3295,Robotech: Battlecry,9,0.61,1
3296,Dora the Explorer: Super Spies,5,0.61,1
3297,New Carnival Games,4,0.61,1
3298,Tony Hawk: RIDE,11,0.61,1
3299,Just Dance 2014,4,0.61,1
3300,Cooking Mama 4: Kitchen Magic!,10,0.61,1
3301,Texas Hold 'Em Poker,4,0.61,1
3302,Time Crisis 3,9,0.61,1
3303,Cabela's Monster Buck Hunter,11,0.61,1
3304,Ganbaru Watashi no Kakei Diary,4,0.61,1
3305,pro evolution soccer 2011,11,0.61,1
3306,New Play Control! Donkey Kong Jungle Beat,5,0.61,1
3307,Small Soldiers,5,0.61,1
3308,Yakuza: Dead Souls,9,0.61,1
3309,Littlest Pet Shop: Garden,10,0.61,1
3310,Half-Life 2,9,0.61,1
3311,Duke Nukem: Total Meltdown,9,0.61,1
3312,Pac-Man Party,4,0.61,1
3313,Jak and Daxter: The Lost Frontier,5,0.61,1
3314,Major League Baseball 2K8,11,0.61,1
3315,SimCity DS,10,0.61,1
3316,Major League Baseball 2K9,11,0.61,1
3317,Petz: Dogz Pack,10,0.61,1
3318,Split/Second,7,0.61,1
3319,Final Fantasy IV Advance,8,0.61,1
3320,Madden NFL 2003,11,0.61,1
3321,Tomb Raider Chronicles,1,0.61,1
3322,Harry Potter and the Goblet of Fire,1,0.61,1
3323,Dragon Ball Z: Buu's Fury,1,0.61,1
3324,Madden NFL 2002,11,0.61,1
3325,Guitar Hero: Smash Hits,4,0.61,1
3326,Disney TH!NK Fast: The Ultimate Trivia Showdown,4,0.61,1
3327,Spider-Man: Mysterio's Menace,1,0.61,1
3328,Madden NFL 2000,11,0.61,1
3329,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",1,0.61,1
3330,Game & Watch Gallery 4,4,0.61,1
3331,Littlest Pet Shop: Jungle,10,0.61,1
3332,Naruto: Ultimate Ninja,3,0.61,1
3333,Fighters Uncaged,3,0.61,1
3334,Call of Juarez: Bound in Blood,9,0.61,1
3335,New Play Control! Pikmin 2,12,0.6,1
3336,Tony Hawk's Underground,11,0.6,1
3337,Hot Shots Golf: World Invitational,11,0.6,1
3338,Monster Trucks,7,0.6,1
3339,Shadow The Hedgehog,5,0.6,1
3340,Wave Race: Blue Storm,7,0.6,1
3341,Backyard Wrestling: Don't Try This at Home,3,0.6,1
3342,Fight Night Round 2,3,0.6,1
3343,MonHun Nikki: Poka Poka Ailu Mura,8,0.6,1
3344,The Golden Compass,1,0.6,1
3345,NBA 2K8,11,0.6,1
3346,Phineas and Ferb: Across the 2nd Dimension,1,0.6,1
3347,Disney Infinity,1,0.6,1
3348,The Golden Compass,1,0.6,1
3349,WarioWare D.I.Y.,4,0.6,1
3350,Tony Hawk: RIDE,11,0.6,1
3351,LEGO Jurassic World,1,0.6,1
3352,Alice: Madness Returns,2,0.6,1
3353,LEGO The Hobbit,1,0.6,1
3354,Suikoden,8,0.6,1
3355,Secret Agent Clank,5,0.6,1
3356,Rayman Arena,7,0.6,1
3357,Avatar: The Game,1,0.6,1
3358,Jaws Unleashed,1,0.6,1
3359,Puyo Puyo Sun,6,0.6,1
3360,Half-Life,9,0.6,1
3361,Tomb Raider (2013),1,0.6,1
3362,Mickey's Speedway USA,7,0.6,1
3363,International Superstar Soccer 64,11,0.6,1
3364,Skylanders SWAP Force,5,0.6,1
3365,NASCAR Heat 2002,7,0.6,1
3366,Disney Sing It! High School Musical 3: Senior Year,4,0.6,1
3367,From TV Animation One Piece: Grand Battle 2,3,0.6,1
3368,BeatMania Append 3rdMix,10,0.6,1
3369,PGR3 - Project Gotham Racing 3,7,0.6,1
3370,XCOM: Enemy Unknown,12,0.6,1
3371,Blur,7,0.6,1
3372,Xena: Warrior Princess,2,0.6,1
3373,Scribblenauts: Unlimited,1,0.6,1
3374,Front Mission,12,0.6,1
3375,NHL 11,11,0.6,1
3376,Kinect Rush: A Disney Pixar Adventure,2,0.6,1
3377,Monopoly,4,0.6,1
3378,Disney Infinity 2.0: Marvel Super Heroes,1,0.6,1
3379,Major League Baseball 2K7,11,0.6,1
3380,Asphalt: Urban GT,7,0.6,1
3381,The Fight: Lights Out,3,0.6,1
3382,Dai-2-Ji Super Robot Taisen Î±,12,0.6,1
3383,Pokemon Trozei!,6,0.6,1
3384,Dead Space,1,0.59,1
3385,Hot Wheels: Stunt Track Challenge,7,0.59,1
3386,Rayman Origins,5,0.59,1
3387,London 2012: The Official Video Game of the Olympic Games,11,0.59,1
3388,Beijing 2008,11,0.59,1
3389,Dai-3-Ji Super Robot Taisen Î±: Shuuen no Ginga e,12,0.59,1
3390,Jeopardy!,4,0.59,1
3391,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,11,0.59,1
3392,Assassin's Creed: Brotherhood,1,0.59,1
3393,CyberTiger,11,0.59,1
3394,Jampack Fall 2001,4,0.59,1
3395,Medal of Honor: Frontline,9,0.59,1
3396,Final Fantasy: The 4 Heroes of Light,8,0.59,1
3397,Iron Man,1,0.59,1
3398,Kane & Lynch 2: Dog Days,9,0.59,1
3399,NFL Blitz 2001,11,0.59,1
3400,Total War: Shogun 2,12,0.59,1
3401,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,11,0.59,1
3402,Rock Band 2,4,0.59,1
3403,Yakuza 5,1,0.59,1
3404,LEGO Indiana Jones 2: The Adventure Continues,1,0.59,1
3405,BurgerTime,6,0.59,1
3406,Naruto: The Broken Bond,1,0.59,1
3407,2002 FIFA World Cup,11,0.59,1
3408,MVP Baseball 2004,11,0.59,1
3409,Crash Bandicoot: The Wrath of Cortex,5,0.59,1
3410,Smurf: Rescue In Gargamel's Castle,1,0.59,1
3411,Spelling Challenges and more!,4,0.59,1
3412,Go Diego Go! Great Dinosaur Rescue,1,0.59,1
3413,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",1,0.59,1
3414,Extreme-G,7,0.59,1
3415,Ready 2 Rumble Boxing,11,0.59,1
3416,Payday 2,9,0.59,1
3417,Dead or Alive Xtreme Beach Volleyball,11,0.59,1
3418,Tales of Rebirth,8,0.59,1
3419,SoulCalibur V,3,0.59,1
3420,NHL 12,11,0.59,1
3421,Tales of Zestiria,8,0.59,1
3422,Silent Hill: Shattered Memories,1,0.59,1
3423,Madden NFL 06,11,0.59,1
3424,Skate it,11,0.59,1
3425,Game Party in Motion,4,0.59,1
3426,Barbie: Race & Ride,1,0.59,1
3427,Lost: Via Domus,1,0.59,1
3428,Mega Man Anniversary Collection,5,0.59,1
3429,Final Fantasy Anniversary Edition,8,0.59,1
3430,Dark Souls II,8,0.59,1
3431,Ben 10: Alien Force,1,0.59,1
3432,Deus Ex: Human Revolution,9,0.59,1
3433,Zumba Fitness,11,0.59,1
3434,Harvest Moon: Friends of Mineral Town,10,0.59,1
3435,Backyard NBA Basketball,11,0.59,1
3436,FIFA Soccer 10,11,0.59,1
3437,Kirby's Dream Course,11,0.59,1
3438,Doom 3 BFG Edition,9,0.59,1
3439,Mega Man X7,1,0.58,1
3440,Top Spin 3,1,0.58,1
3441,Petz Dogz 2,10,0.58,1
3442,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,1,0.58,1
3443,The Conduit,9,0.58,1
3444,Just Dance 2016,4,0.58,1
3445,Tokimeki Memorial: Forever with You,10,0.58,1
3446,Diablo,8,0.58,1
3447,Cabela's Dangerous Hunts 2011,11,0.58,1
3448,NHL 15,11,0.58,1
3449,Q*bert,6,0.58,1
3450,Romancing SaGa,8,0.58,1
3451,The Lord of the Rings: The Third Age,8,0.58,1
3452,Harvest Moon: Sunshine Islands,10,0.58,1
3453,Trivial Pursuit,4,0.58,1
3454,The Legend of Spyro: Dawn of the Dragon,5,0.58,1
3455,The Sims 3: World Adventures,10,0.58,1
3456,Kinect Sports Rivals,11,0.58,1
3457,Rayman Origins,5,0.58,1
3458,WWE 2K16,11,0.58,1
3459,Titanfall,9,0.58,1
3460,NCAA Football 09,11,0.58,1
3461,Tom Clancy's HAWX,1,0.58,1
3462,Sammy Sosa High Heat Baseball 2001,11,0.58,1
3463,Frozen: Olaf's Quest,5,0.58,1
3464,Terminator 3: Rise of the Machines,1,0.58,1
3465,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",9,0.58,1
3466,Harvest Moon: The Tale of Two Towns,10,0.58,1
3467,FIFA: Road to  World Cup 98,11,0.58,1
3468,World Cup 98,11,0.58,1
3469,International Superstar Soccer '98,11,0.58,1
3470,NASCAR: Dirt to Daytona,7,0.58,1
3471,Unreal Tournament,9,0.58,1
3472,Digimon World 2,8,0.58,1
3473,Tales of Phantasia,8,0.58,1
3474,Prince of Persia: The Two Thrones,1,0.58,1
3475,Xenosaga Episode II: Jenseits von Gut und BÃ¶se,8,0.58,1
3476,Gex: Enter the Gecko,5,0.58,1
3477,Shrek 2: Beg for Mercy,2,0.58,1
3478,Mega Man Star Force 2: Zerker x Ninja / Saurian,1,0.58,1
3479,JoJo's Bizarre Adventure: All Star Battle,3,0.58,1
3480,Petz Nursery,10,0.58,1
3481,Contra: Shattered Soldier,9,0.58,1
3482,Championship Motocross featuring Ricky Carmichael,7,0.58,1
3483,Dragon Ball Z: Chou Saiya Densetsu,8,0.58,1
3484,NBA 2K7,11,0.58,1
3485,WWE 2K16,11,0.58,1
3486,Phoenix Wright: Ace Attorney - Justice for All,2,0.58,1
3487,Fire Emblem: Seisen no Keifu,12,0.58,1
3488,Rock Band 3,4,0.58,1
3489,Disgaea 4: A Promise Unforgotten,8,0.58,1
3490,BlazBlue: Calamity Trigger,3,0.58,1
3491,Tenchu 2: Birth of the Stealth Assassins,1,0.58,1
3492,Tony Hawk's Pro Skater 4,11,0.58,1
3493,MLB 11: The Show,11,0.58,1
3494,Naruto: Uzumaki Chronicles 2,1,0.58,1
3495,NHL 06,11,0.58,1
3496,NHL 10,11,0.58,1
3497,Rooms: The Main Building,2,0.58,1
3498,Rapala: We Fish,11,0.58,1
3499,Parasite Eve II,8,0.58,1
3500,Tetris Party Deluxe,6,0.58,1
3501,NFL Blitz 2000,11,0.58,1
3502,Ratchet & Clank: Quest for Booty,5,0.58,1
3503,Madden NFL 2002,11,0.58,1
3504,NCAA Football 10,11,0.58,1
3505,Top Spin 3,1,0.57,1
3506,Shin Megami Tensei IV,8,0.57,1
3507,Theme Park,10,0.57,1
3508,Blacksite: Area 51,9,0.57,1
3509,Spider-Man 3,5,0.57,1
3510,ATV Offroad Fury: Blazin' Trails,7,0.57,1
3511,Far Cry Instincts,9,0.57,1
3512,Hasbro Family Game Night,6,0.57,1
3513,Tony Hawk's Pro Skater 4,11,0.57,1
3514,Up,1,0.57,1
3515,Tales of the Abyss,8,0.57,1
3516,Disney Universe,1,0.57,1
3517,Iron Man,1,0.57,1
3518,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,12,0.57,1
3519,Spyro Orange: The Cortex Conspiracy,1,0.57,1
3520,Enslaved: Odyssey to the West,1,0.57,1
3521,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,1,0.57,1
3522,Beyond The Beyond,8,0.57,1
3523,Ben 10: Alien Force,1,0.57,1
3524,Tomb Raider: Anniversary,1,0.57,1
3525,"Warhammer 40,000: Space Marine",9,0.57,1
3526,Madden NFL 06,11,0.57,1
3527,No More Heroes,1,0.57,1
3528,Assassin's Creed II,1,0.57,1
3529,Petz Wild Animals: Tigerz,10,0.57,1
3530,Naruto: Ultimate Ninja 2,3,0.57,1
3531,Defiance,9,0.57,1
3532,Dogz,10,0.57,1
3533,3D Dot Game Heroes,8,0.57,1
3534,The Mysterious Murasame Castle,1,0.57,1
3535,NBA Hangtime,11,0.57,1
3536,Jillian Michaels Fitness Ultimatum 2010,11,0.57,1
3537,Pro Evolution Soccer 2012,1,0.57,1
3538,Grease,4,0.57,1
3539,Blood Wake,9,0.57,1
3540,Dynasty Warriors 5: Xtreme Legends,1,0.57,1
3541,Skylanders: Spyro's Adventure,1,0.57,1
3542,Dora The Explorer: Dora Saves the Snow Princess,5,0.57,1
3543,Jampack Summer 2002,4,0.57,1
3544,FIFA World Cup Germany 2006,11,0.57,1
3545,Wreckless: ThE YaKuza MisSiOns,7,0.57,1
3546,Super Bomberman,6,0.57,1
3547,SpongeBob SquarePants: Battle for Bikini Bottom,5,0.57,1
3548,Spec Ops: The Line,9,0.57,1
3549,SD Gundam G Generation Neo,12,0.57,1
3550,Bratz 4 Real,2,0.57,1
3551,RalliSport Challenge,7,0.57,1
3552,Resident Evil Outbreak File #2,1,0.57,1
3553,Bob the Builder: Can We Fix It?,1,0.57,1
3554,XIII,9,0.57,1
3555,NHL 14,11,0.57,1
3556,LEGO Rock Band,4,0.57,1
3557,Bolt,2,0.57,1
3558,Top Spin 3,1,0.57,1
3559,Tom Clancy's HAWX,1,0.57,1
3560,LEGO Dimensions,1,0.56,1
3561,Breath of Fire IV,8,0.56,1
3562,True Crime: Streets of LA,1,0.56,1
3563,Odin Sphere,8,0.56,1
3564,Donkey Kong Jungle Climber,5,0.56,1
3565,The Incredible Hulk,1,0.56,1
3566,Ms. Pac-Man Maze Madness,6,0.56,1
3567,Arena Football,11,0.56,1
3568,The Lord of the Rings: The Return of the King,1,0.56,1
3569,NHL Hitz 20-02,11,0.56,1
3570,Classic NES Series: Dr. Mario,6,0.56,1
3571,The Sims: Bustin' Out,10,0.56,1
3572,NCAA March Madness 07,11,0.56,1
3573,"Monsters, Inc. Scream Team",5,0.56,1
3574,Harry Potter Collection,4,0.56,1
3575,Tony Hawk's Project 8,11,0.56,1
3576,Yu-Gi-Oh! World Championship Tournament 2004,4,0.56,1
3577,Cabela's Big Game Hunter 2005 Adventures,11,0.56,1
3578,Hotel Dusk: Room 215,2,0.56,1
3579,Knockout Kings 2001,3,0.56,1
3580,Army Men: Sarge's Heroes,1,0.56,1
3581,Phineas and Ferb: Across the 2nd Dimension,1,0.56,1
3582,Petz Dogz 2,10,0.56,1
3583,Battlefield 2: Modern Combat,9,0.56,1
3584,Wolfenstein,9,0.56,1
3585,All-Star Baseball 2002,11,0.56,1
3586,Backyard NFL Football,11,0.56,1
3587,Need for Speed: Most Wanted,7,0.56,1
3588,NASCAR Rumble,7,0.56,1
3589,Tony Hawk: Shred,11,0.56,1
3590,Tony Hawk's Proving Ground,11,0.56,1
3591,WWE Raw 2,3,0.56,1
3592,Resident Evil 2,1,0.56,1
3593,Mega Man X2,5,0.56,1
3594,Manhunt 2,1,0.56,1
3595,Xenoblade Chronicles,8,0.56,1
3596,Fullmetal Alchemist and the Broken Angel,8,0.56,1
3597,Monster High: Ghoul Spirit,4,0.56,1
3598,Final Fantasy IV: The Complete Collection,8,0.56,1
3599,Frontlines: Fuel of War,9,0.56,1
3600,Lips: Number One Hits,4,0.56,1
3601,Hamtaro: Ham-Hams Unite!,8,0.56,1
3602,Batman Begins,1,0.56,1
3603,Viva Pinata: Pocket Paradise,10,0.56,1
3604,Dr. Seuss' The Cat in the Hat,4,0.56,1
3605,Barbie Groovy Games,4,0.56,1
3606,Yu-Gi-Oh! Reshef of Destruction,12,0.56,1
3607,Blinx: The Time Sweeper,5,0.56,1
3608,Madagascar: Escape 2 Africa,1,0.56,1
3609,Archer Maclean's Mercury,6,0.56,1
3610,ESPN NFL Football,11,0.56,1
3611,Fatal Fury Special,3,0.56,1
3612,Catz,10,0.56,1
3613,Major League Baseball 2K5,11,0.56,1
3614,DS Bimoji Training,4,0.56,1
3615,WWE 2K15,11,0.56,1
3616,Petz Catz Clan,10,0.56,1
3617,Soul Sacrifice,8,0.56,1
3618,G-Force,1,0.56,1
3619,Tiger Woods PGA Tour 11,11,0.56,1
3620,Soldier of Fortune: Gold Edition,9,0.56,1
3621,Rune Factory: A Fantasy Harvest Moon,8,0.56,1
3622,Monster Jam: Path of Destruction,7,0.56,1
3623,Rapala Tournament Fishing!,11,0.56,1
3624,MX 2002 Featuring Ricky Carmichael,7,0.56,1
3625,Purr Pals,10,0.56,1
3626,NCAA Football 07,11,0.56,1
3627,God of War: Origins Collection,1,0.56,1
3628,MX vs. ATV: Alive,7,0.56,1
3629,Lunar: Silver Star Story Complete,8,0.55,1
3630,Dragon Ball: XenoVerse,3,0.55,1
3631,NBA Showtime: NBA on NBC,11,0.55,1
3632,ZhuZhu Pets 2: Featuring The Wild Bunch,10,0.55,1
3633,Dragon Age: Inquisition,8,0.55,1
3634,Soul Reaver 2,1,0.55,1
3635,Metal Gear Solid 3: Subsistence,1,0.55,1
3636,Sly Cooper: Thieves in Time,5,0.55,1
3637,The Godfather (old US sales),1,0.55,1
3638,Daytona USA,7,0.55,1
3639,Harry Potter and the Deathly Hallows - Part 1,1,0.55,1
3640,Tiger Woods PGA Tour 13,11,0.55,1
3641,WWF Raw,3,0.55,1
3642,Shin Super Robot Taisen,8,0.55,1
3643,Jump Super Stars,3,0.55,1
3644,Legends of WrestleMania,3,0.55,1
3645,The Activision Decathlon,11,0.55,1
3646,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,9,0.55,1
3647,50 Classic Games,4,0.55,1
3648,Fighting Force 2,1,0.55,1
3649,Sakura Wars,2,0.55,1
3650,Yokai Sangokushi,1,0.55,1
3651,Extermination,1,0.55,1
3652,Batman: Vengeance,2,0.55,1
3653,Unit 13,9,0.55,1
3654,Tatsunoko vs. Capcom: Ultimate All-Stars,3,0.55,1
3655,TMNT,1,0.55,1
3656,F.E.A.R.,9,0.55,1
3657,Secret Agent Clank(US sales),5,0.55,1
3658,Assassin's Creed: Unity,1,0.55,1
3659,Derby Stallion 04,11,0.55,1
3660,NBA 2K8,11,0.55,1
3661,Barbie Horse Adventures: Riding Camp,11,0.55,1
3662,CrossworDS,6,0.55,1
3663,Tony Hawk's Pro Skater 3,11,0.55,1
3664,Mega Man Zero,5,0.55,1
3665,Contender 2,3,0.55,1
3666,The Amazing Spider-Man 2 (2014),1,0.55,1
3667,Star Wars: Dark Forces,9,0.55,1
3668,SD Gundam G Generation Zero,12,0.55,1
3669,Super Robot Taisen F,12,0.55,1
3670,Shrek 2,5,0.55,1
3671,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,11,0.55,1
3672,Time Crisis: Razing Storm,9,0.55,1
3673,SpongeBob SquarePants: SuperSponge,1,0.55,1
3674,Super Robot Taisen F Kanketsuhen,12,0.55,1
3675,Enslaved: Odyssey to the West,1,0.55,1
3676,Rune Factory 4,8,0.55,1
3677,Summer Sports: Paradise Island,11,0.55,1
3678,Tak and the Power of Juju,5,0.55,1
3679,Dynasty Warriors: Gundam 3,1,0.55,1
3680,Mortal Kombat 3,3,0.55,1
3681,Turok: Evolution,9,0.55,1
3682,Jak X: Combat Racing,7,0.55,1
3683,Metro 2033,9,0.55,1
3684,Are You Smarter than a 5th Grader? Make the Grade,4,0.55,1
3685,American Idol,4,0.55,1
3686,Top Gun: Fire at Will!,4,0.55,1
3687,Red Dead Revolver,9,0.55,1
3688,Dragon Ball Z: Shin Budokai,3,0.55,1
3689,LEGO The Hobbit,1,0.54,1
3690,Iron Man,1,0.54,1
3691,SingStar Summer Party,4,0.54,1
3692,Tiger Woods PGA Tour 08,11,0.54,1
3693,NBA Live 10,11,0.54,1
3694,The SpongeBob SquarePants Movie,5,0.54,1
3695,FIFA Soccer 07,11,0.54,1
3696,Gekikuukan Pro Yakyuu: At the End of the Century 1999,11,0.54,1
3697,Medarot 2: Kabuto / Kuwagata Version,8,0.54,1
3698,Excite Truck,7,0.54,1
3699,Sacred 2: Fallen Angel,8,0.54,1
3700,System 3 presents Ferrari Challenge Trofeo Pirelli,7,0.54,1
3701,Dance Dance Revolution Ultramix,10,0.54,1
3702,ModNation Racers,7,0.54,1
3703,Crash Tag Team Racing,7,0.54,1
3704,Two Worlds II,8,0.54,1
3705,Sonic & All-Stars Racing Transformed,7,0.54,1
3706,Michael Jackson: The Experience,4,0.54,1
3707,Front Mission 4,12,0.54,1
3708,The Fairly Odd Parents: Breakin' Da Rules,5,0.54,1
3709,LEGO Dimensions,1,0.54,1
3710,Inazuma Eleven,8,0.54,1
3711,Ninokuni: Shikkoku no Madoushi,8,0.54,1
3712,Minecraft: Story Mode,2,0.54,1
3713,Resident Evil: Revelations 2,1,0.54,1
3714,Manhunt 2,1,0.54,1
3715,SRS: Street Racing Syndicate,7,0.54,1
3716,Despicable Me: The Game - Minion Mayhem,6,0.54,1
3717,Def Jam: Fight for NY,3,0.54,1
3718,Action Force,1,0.54,1
3719,Gauntlet Legends,1,0.54,1
3720,FIFA 99,11,0.54,1
3721,Kidou Senshi Gundam: Extreme VS,3,0.54,1
3722,Dragon Ball Z: Ultimate Tenkaichi,3,0.54,1
3723,Tales of Symphonia,8,0.54,1
3724,Bust A Groove,4,0.54,1
3725,Fire Emblem: Path of Radiance,1,0.54,1
3726,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,8,0.54,1
3727,Let's Draw!,4,0.54,1
3728,Pachi-Slot Aruze Oukoku 2,4,0.54,1
3729,NHL 14,11,0.54,1
3730,Valkyria Chronicles II,8,0.54,1
3731,Middle-Earth: Shadow of Mordor,1,0.54,1
3732,Madden NFL 13,11,0.54,1
3733,Rune Factory 2: A Fantasy Harvest Moon,8,0.54,1
3734,Terminator Salvation,9,0.54,1
3735,Cars 2,7,0.54,1
3736,Bratz: Rock Angelz,4,0.54,1
3737,How to Train Your Dragon,1,0.54,1
3738,SSX Tricky,11,0.54,1
3739,WWE SmackDown vs. Raw 2010,3,0.54,1
3740,Greg Hastings' Tournament Paintball,9,0.54,1
3741,Hello Kitty: Big City Dreams,6,0.54,1
3742,Star Fox Command,9,0.54,1
3743,World Soccer Winning Eleven 7 International (JP version),11,0.54,1
3744,ESPN NBA Basketball,11,0.54,1
3745,Inazuma Eleven GO,8,0.54,1
3746,Over the Hedge,5,0.54,1
3747,Mat Hoffman's Pro BMX,11,0.54,1
3748,Lego Star Wars: The Force Awakens,1,0.54,1
3749,Epic Mickey 2: The Power of Two,1,0.54,1
3750,Popeye,5,0.54,1
3751,Magician's Quest: Mysterious Times,8,0.54,1
3752,The Hobbit,5,0.54,1
3753,War of the Monsters,3,0.54,1
3754,Tales of Symphonia: Dawn of the New World,8,0.54,1
3755,NBA Street Vol. 2,11,0.54,1
3756,The Incredible Hulk: Ultimate Destruction,1,0.54,1
3757,Star Wars Battlefront (2015),9,0.54,1
3758,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",2,0.53,1
3759,Jewel Master Egypt,6,0.53,1
3760,Time Crisis II,9,0.53,1
3761,Clock Tower,2,0.53,1
3762,NCAA March Madness 06,11,0.53,1
3763,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,1,0.53,1
3764,Jampack Volume 11,4,0.53,1
3765,Dragon's Crown,8,0.53,1
3766,Tactics Ogre: Let Us Cling Together,8,0.53,1
3767,Legacy of Kain: Defiance,1,0.53,1
